,Gene name,White-tufted-ear marmoset gene name,White-tufted-ear marmoset homology type,Macaque gene name,Macaque homology type
217,,,,PISD,ortholog_one2one
218,Gm20816,,,,
219,Gm20817,,ortholog_many2many,SYCP3,ortholog_one2many
220,Gm20817,,ortholog_many2many,SYCP3,ortholog_one2many
221,Gm21562,,,,
222,Gm28298,,,,
223,Gm21572,,,,
224,Gm28297,,,,
225,Gm21723,,,,
226,Gm28296,,,,
227,Gm28295,,,,
228,Gm21916,,,,
229,Gm29191,,,,
230,Gm29074,,,,
231,Gm28519,,,,
232,Gm28520,,,,
233,Gm21626,,,,
234,Gm28521,,,,
235,Gm21633,,,,
236,Gm28517,,,,
237,Gm29531,,,,
238,Gm28464,,,,
239,Gm29656,,,,
240,Gm28842,,,,
241,Gm29655,,,,
242,Gm29653,,,,
243,Gm20870,,ortholog_many2many,SYCP3,ortholog_one2many
244,Gm20870,,ortholog_many2many,SYCP3,ortholog_one2many
245,Gm29182,,,,
246,Gm20903,,ortholog_many2many,SYCP3,ortholog_one2many
247,Gm20903,,ortholog_many2many,SYCP3,ortholog_one2many
248,Gm28336,,,,
249,Gm28259,,,,
250,Gm20905,,ortholog_many2many,SYCP3,ortholog_one2many
251,Gm20905,,ortholog_many2many,SYCP3,ortholog_one2many
252,Gm20738,,,,
253,Gm20814,,ortholog_many2many,SYCP3,ortholog_one2many
254,Gm20814,,ortholog_many2many,SYCP3,ortholog_one2many
255,Gm29278,,,,
256,Gm20850,,ortholog_many2many,SYCP3,ortholog_one2many
257,Gm20850,,ortholog_many2many,SYCP3,ortholog_one2many
258,Gm20897,,ortholog_many2many,SYCP3,ortholog_one2many
259,Gm20897,,ortholog_many2many,SYCP3,ortholog_one2many
260,Gm29839,,,,
261,Gm29309,,,,
262,Gm28704,,,,
263,Gm28540,,,,
264,Gm20867,,,,
265,Gm29565,,,,
266,Gm29146,,,,
267,Gm28816,,,,
268,Gm20806,,,,
269,Gm29276,,ortholog_many2many,SYCP3,ortholog_one2many
270,Gm29276,,ortholog_many2many,SYCP3,ortholog_one2many
271,Gm29645,,,,
272,Gm28312,,,,
273,Gm29042,,,,
274,Gm28310,,,,
275,Gm29606,,,,
276,Gm29285,,,,
277,Gm28157,,,,
278,Gm28886,,,,
279,Gm28458,,,,
280,Gm28461,,,,
281,Gm28460,,,,
282,Gm28126,,,,
283,Gm28851,,,,
284,Gm28456,,,,
285,Gm29646,,,,
286,Gm29210,,,,
287,Gm29213,,,,
288,Gm28550,,,,
289,Gm28604,,,,
290,Gm28566,,,,
291,Gm28697,,,,
292,Gm28554,,,,
293,Gm29098,,,,
294,Gm54343,,,,
295,Gm29373,,,,
296,Gm54344,,,,
297,Gm29166,,,,
298,Gm28194,,,,
299,Gm28753,,,,
300,Gm28726,,,,
301,Gm29271,,,,
302,Gm28970,,,,
303,Gm28971,,,,
304,Gm54345,,,,
305,Gm20854,,,,
306,Gm28345,,,,
307,Gm28152,,,,
308,Gm54346,,,,
309,Gm29511,,,,
310,Gm20820,,ortholog_many2many,SYCP3,ortholog_one2many
311,Gm20820,,ortholog_many2many,SYCP3,ortholog_one2many
312,Gm54347,,,,
313,Gm29117,,,,
314,Gm20883,,ortholog_many2many,SYCP3,ortholog_one2many
315,Gm20883,,ortholog_many2many,SYCP3,ortholog_one2many
316,Gm28318,,,,
317,Gm28316,,,,
318,Gm28944,,,,
319,Gm20906,,ortholog_many2many,SYCP3,ortholog_one2many
320,Gm20906,,ortholog_many2many,SYCP3,ortholog_one2many
321,Gm28945,,,,
322,Gm28950,,,,
323,Gm29063,,,,
324,Gm28197,,,,
325,Gm28735,,,,
326,Gm28732,,,,
327,Gm28733,,,,
328,Gm28236,,,,
329,Gm20747,,,,
330,Gm29252,,,,
331,Gm28908,,,,
332,Gm20929,,ortholog_many2many,SYCP3,ortholog_one2many
333,Gm20929,,ortholog_many2many,SYCP3,ortholog_one2many
334,Gm28276,,,,
335,Gm28274,,,,
336,Gm29557,,,,
337,Gm54348,,,,
338,Gm28202,,,,
339,Gm21450,,,,
340,Gm28691,,,,
341,Gm28690,,,,
342,Gm28689,,,,
343,Gm28687,,,,
344,Gm20987,,,,
345,Gm29207,,,,
346,Gm29204,,,,
347,Gm29342,,,,
348,Gm20823,,,,
349,Gm29547,,,,
350,Gm29549,,,,
351,Gm29421,,,,
352,Gm21627,,ortholog_many2many,SYCP3,ortholog_one2many
353,Gm21627,,ortholog_many2many,SYCP3,ortholog_one2many
354,Gm29061,,,,
355,Gm29625,,,,
356,Gm29628,,,,
357,Gm29622,,,,
358,Gm29265,,,,
359,Gm20908,,ortholog_many2many,SYCP3,ortholog_one2many
360,Gm20908,,ortholog_many2many,SYCP3,ortholog_one2many
361,Gm28252,,,,
362,Gm28254,,,,
363,Gm20924,,,,
364,Gm29457,,,,
365,Gm20736,,ortholog_many2many,SYCP3,ortholog_one2many
366,Gm20736,,ortholog_many2many,SYCP3,ortholog_one2many
367,Gm28561,,,,
368,Gm29584,,,,
369,Gm28135,,,,
370,Gm28138,,,,
371,Gm29379,,,,
372,Gm29381,,,,
373,Gm20852,,,,
374,Ssty2,,,,
375,Gm28613,,,,
376,Gm29219,,,,
377,Gm29632,,,,
378,Gm29217,,,,
379,Gm29636,,,,
380,Gm29660,,,,
381,Gm20937,,ortholog_many2many,SYCP3,ortholog_one2many
382,Gm20937,,ortholog_many2many,SYCP3,ortholog_one2many
383,Gm29450,,,,
384,Gm38371,,,,
385,Gm21366,,ortholog_many2many,SYCP3,ortholog_one2many
386,Gm21366,,ortholog_many2many,SYCP3,ortholog_one2many
387,Gm34217,,,,
388,Gm37687,,,,
389,Gm36345,,,,
390,Gm37157,,,,
391,Gm20809,,,,
392,Gm31422,,,,
393,Gm37346,,,,
394,Gm32181,,,,
395,Gm28852,,,,
396,Gm28246,,,,
397,Gm28249,,,,
398,Gm28880,,,,
399,Gm28454,,,,
400,Gm28878,,,,
401,Gm29399,,,,
402,Gm28984,,,,
403,Gm28128,,,,
404,Gm28132,,,,
405,Gm28130,,,,
406,Gm29316,,,,
407,Gm28216,,,,
408,Gm28092,,,,
409,Gm28091,,,,
410,Gm29580,,,,
411,Gm28089,,,,
412,Gm28088,,,,
413,Gm21529,,,,
414,Gm29581,,,,
415,Gm21539,,,,
416,Gm29578,,,,
417,Gm21780,,,,
418,Gm28486,,,,
419,Gm28487,,,,
420,Rbmyf4,RBMY,ortholog_many2many,,ortholog_many2many
421,Rbmyf4,,ortholog_many2many,,ortholog_many2many
422,Rbmyf4,RBMY,ortholog_many2many,,ortholog_many2many
423,Rbmyf4,,ortholog_many2many,,ortholog_many2many
424,Rbmyf5,RBMY,ortholog_many2many,,ortholog_many2many
425,Rbmyf5,,ortholog_many2many,,ortholog_many2many
426,Rbmyf5,RBMY,ortholog_many2many,,ortholog_many2many
427,Rbmyf5,,ortholog_many2many,,ortholog_many2many
428,Rbmyf6,RBMY,ortholog_many2many,,ortholog_many2many
429,Rbmyf6,,ortholog_many2many,,ortholog_many2many
430,Rbmyf6,RBMY,ortholog_many2many,,ortholog_many2many
431,Rbmyf6,,ortholog_many2many,,ortholog_many2many
432,Rbmyf7,RBMY,ortholog_many2many,,ortholog_many2many
433,Rbmyf7,,ortholog_many2many,,ortholog_many2many
434,Rbmyf7,RBMY,ortholog_many2many,,ortholog_many2many
435,Rbmyf7,,ortholog_many2many,,ortholog_many2many
436,Rbmyf8,RBMY,ortholog_many2many,,ortholog_many2many
437,Rbmyf8,,ortholog_many2many,,ortholog_many2many
438,Rbmyf8,RBMY,ortholog_many2many,,ortholog_many2many
439,Rbmyf8,,ortholog_many2many,,ortholog_many2many
440,Rbmyf9,RBMY,ortholog_many2many,,ortholog_many2many
441,Rbmyf9,,ortholog_many2many,,ortholog_many2many
442,Rbmyf9,RBMY,ortholog_many2many,,ortholog_many2many
443,Rbmyf9,,ortholog_many2many,,ortholog_many2many
444,Gm29351,,,,
445,Gm20918,,,,
446,Gm20873,,,,
447,Gm20830,,,,
448,Gm28998,,ortholog_many2many,SYCP3,ortholog_one2many
449,Gm28998,,ortholog_many2many,SYCP3,ortholog_one2many
450,Gm28398,,,,
451,Gm28395,,,,
452,Gm28394,,,,
453,Gm28393,,,,
454,Gm20826,,,,
455,Gm28576,,ortholog_many2many,SYCP3,ortholog_one2many
456,Gm28576,,ortholog_many2many,SYCP3,ortholog_one2many
457,Gm28575,,,,
458,Gm28571,,,,
459,Gm28570,,,,
460,Gm29049,,,,
461,Gm20825,,,,
462,Gm20824,,ortholog_many2many,SYCP3,ortholog_one2many
463,Gm20824,,ortholog_many2many,SYCP3,ortholog_one2many
464,Gm20815,,,,
465,Gm21310,,,,
466,Gm20834,,,,
467,Gm20828,,,,
468,Gm37572,,,,
469,Gm20822,,,,
470,Gm37635,,,,
471,Gm35070,,,,
472,Gm38168,,,,
473,Gm37927,,,,
474,Gm20909,,,,
475,Gm20865,,,,
476,Zfy1,ZNF549,ortholog_many2many,ZNF549,ortholog_many2many
477,Zfy1,ZNF418,ortholog_many2many,ZNF549,ortholog_many2many
478,Zfy1,ZNF584,ortholog_many2many,ZNF549,ortholog_many2many
479,Zfy1,ZNF256,ortholog_many2many,ZNF549,ortholog_many2many
480,Zfy1,ZNF772,ortholog_many2many,ZNF549,ortholog_many2many
481,Zfy1,ZNF154,ortholog_many2many,ZNF549,ortholog_many2many
482,Zfy1,ZNF773,ortholog_many2many,ZNF549,ortholog_many2many
483,Zfy1,,ortholog_many2many,ZNF549,ortholog_many2many
484,Zfy1,ZNF304,ortholog_many2many,ZNF549,ortholog_many2many
485,Zfy1,,ortholog_many2many,ZNF549,ortholog_many2many
486,Zfy1,,ortholog_many2many,ZNF549,ortholog_many2many
487,Zfy1,,ortholog_many2many,ZNF549,ortholog_many2many
488,Zfy1,ZNF480,ortholog_many2many,ZNF549,ortholog_many2many
489,Zfy1,ZNF548,ortholog_many2many,ZNF549,ortholog_many2many
490,Zfy1,ZNF793,ortholog_many2many,ZNF549,ortholog_many2many
491,Zfy1,ZNF837,ortholog_many2many,ZNF549,ortholog_many2many
492,Zfy1,ZNF792,ortholog_many2many,ZNF549,ortholog_many2many
493,Zfy1,ZNF549,ortholog_many2many,ZNF552,ortholog_many2many
494,Zfy1,ZNF418,ortholog_many2many,ZNF552,ortholog_many2many
495,Zfy1,ZNF584,ortholog_many2many,ZNF552,ortholog_many2many
496,Zfy1,ZNF256,ortholog_many2many,ZNF552,ortholog_many2many
497,Zfy1,ZNF772,ortholog_many2many,ZNF552,ortholog_many2many
498,Zfy1,ZNF154,ortholog_many2many,ZNF552,ortholog_many2many
499,Zfy1,ZNF773,ortholog_many2many,ZNF552,ortholog_many2many
500,Zfy1,,ortholog_many2many,ZNF552,ortholog_many2many
501,Zfy1,ZNF304,ortholog_many2many,ZNF552,ortholog_many2many
502,Zfy1,,ortholog_many2many,ZNF552,ortholog_many2many
503,Zfy1,,ortholog_many2many,ZNF552,ortholog_many2many
504,Zfy1,,ortholog_many2many,ZNF552,ortholog_many2many
505,Zfy1,ZNF480,ortholog_many2many,ZNF552,ortholog_many2many
506,Zfy1,ZNF548,ortholog_many2many,ZNF552,ortholog_many2many
507,Zfy1,ZNF793,ortholog_many2many,ZNF552,ortholog_many2many
508,Zfy1,ZNF837,ortholog_many2many,ZNF552,ortholog_many2many
509,Zfy1,ZNF792,ortholog_many2many,ZNF552,ortholog_many2many
510,Zfy1,ZNF549,ortholog_many2many,ZNF418,ortholog_many2many
511,Zfy1,ZNF418,ortholog_many2many,ZNF418,ortholog_many2many
512,Zfy1,ZNF584,ortholog_many2many,ZNF418,ortholog_many2many
513,Zfy1,ZNF256,ortholog_many2many,ZNF418,ortholog_many2many
514,Zfy1,ZNF772,ortholog_many2many,ZNF418,ortholog_many2many
515,Zfy1,ZNF154,ortholog_many2many,ZNF418,ortholog_many2many
516,Zfy1,ZNF773,ortholog_many2many,ZNF418,ortholog_many2many
517,Zfy1,,ortholog_many2many,ZNF418,ortholog_many2many
518,Zfy1,ZNF304,ortholog_many2many,ZNF418,ortholog_many2many
519,Zfy1,,ortholog_many2many,ZNF418,ortholog_many2many
520,Zfy1,,ortholog_many2many,ZNF418,ortholog_many2many
521,Zfy1,,ortholog_many2many,ZNF418,ortholog_many2many
522,Zfy1,ZNF480,ortholog_many2many,ZNF418,ortholog_many2many
523,Zfy1,ZNF548,ortholog_many2many,ZNF418,ortholog_many2many
524,Zfy1,ZNF793,ortholog_many2many,ZNF418,ortholog_many2many
525,Zfy1,ZNF837,ortholog_many2many,ZNF418,ortholog_many2many
526,Zfy1,ZNF792,ortholog_many2many,ZNF418,ortholog_many2many
527,Zfy1,ZNF549,ortholog_many2many,ZNF584,ortholog_many2many
528,Zfy1,ZNF418,ortholog_many2many,ZNF584,ortholog_many2many
529,Zfy1,ZNF584,ortholog_many2many,ZNF584,ortholog_many2many
530,Zfy1,ZNF256,ortholog_many2many,ZNF584,ortholog_many2many
531,Zfy1,ZNF772,ortholog_many2many,ZNF584,ortholog_many2many
532,Zfy1,ZNF154,ortholog_many2many,ZNF584,ortholog_many2many
533,Zfy1,ZNF773,ortholog_many2many,ZNF584,ortholog_many2many
534,Zfy1,,ortholog_many2many,ZNF584,ortholog_many2many
535,Zfy1,ZNF304,ortholog_many2many,ZNF584,ortholog_many2many
536,Zfy1,,ortholog_many2many,ZNF584,ortholog_many2many
537,Zfy1,,ortholog_many2many,ZNF584,ortholog_many2many
538,Zfy1,,ortholog_many2many,ZNF584,ortholog_many2many
539,Zfy1,ZNF480,ortholog_many2many,ZNF584,ortholog_many2many
540,Zfy1,ZNF548,ortholog_many2many,ZNF584,ortholog_many2many
541,Zfy1,ZNF793,ortholog_many2many,ZNF584,ortholog_many2many
542,Zfy1,ZNF837,ortholog_many2many,ZNF584,ortholog_many2many
543,Zfy1,ZNF792,ortholog_many2many,ZNF584,ortholog_many2many
544,Zfy1,ZNF549,ortholog_many2many,ZNF256,ortholog_many2many
545,Zfy1,ZNF418,ortholog_many2many,ZNF256,ortholog_many2many
546,Zfy1,ZNF584,ortholog_many2many,ZNF256,ortholog_many2many
547,Zfy1,ZNF256,ortholog_many2many,ZNF256,ortholog_many2many
548,Zfy1,ZNF772,ortholog_many2many,ZNF256,ortholog_many2many
549,Zfy1,ZNF154,ortholog_many2many,ZNF256,ortholog_many2many
550,Zfy1,ZNF773,ortholog_many2many,ZNF256,ortholog_many2many
551,Zfy1,,ortholog_many2many,ZNF256,ortholog_many2many
552,Zfy1,ZNF304,ortholog_many2many,ZNF256,ortholog_many2many
553,Zfy1,,ortholog_many2many,ZNF256,ortholog_many2many
554,Zfy1,,ortholog_many2many,ZNF256,ortholog_many2many
555,Zfy1,,ortholog_many2many,ZNF256,ortholog_many2many
556,Zfy1,ZNF480,ortholog_many2many,ZNF256,ortholog_many2many
557,Zfy1,ZNF548,ortholog_many2many,ZNF256,ortholog_many2many
558,Zfy1,ZNF793,ortholog_many2many,ZNF256,ortholog_many2many
559,Zfy1,ZNF837,ortholog_many2many,ZNF256,ortholog_many2many
560,Zfy1,ZNF792,ortholog_many2many,ZNF256,ortholog_many2many
561,Zfy1,ZNF549,ortholog_many2many,ZNF134,ortholog_many2many
562,Zfy1,ZNF418,ortholog_many2many,ZNF134,ortholog_many2many
563,Zfy1,ZNF584,ortholog_many2many,ZNF134,ortholog_many2many
564,Zfy1,ZNF256,ortholog_many2many,ZNF134,ortholog_many2many
565,Zfy1,ZNF772,ortholog_many2many,ZNF134,ortholog_many2many
566,Zfy1,ZNF154,ortholog_many2many,ZNF134,ortholog_many2many
567,Zfy1,ZNF773,ortholog_many2many,ZNF134,ortholog_many2many
568,Zfy1,,ortholog_many2many,ZNF134,ortholog_many2many
569,Zfy1,ZNF304,ortholog_many2many,ZNF134,ortholog_many2many
570,Zfy1,,ortholog_many2many,ZNF134,ortholog_many2many
571,Zfy1,,ortholog_many2many,ZNF134,ortholog_many2many
572,Zfy1,,ortholog_many2many,ZNF134,ortholog_many2many
573,Zfy1,ZNF480,ortholog_many2many,ZNF134,ortholog_many2many
574,Zfy1,ZNF548,ortholog_many2many,ZNF134,ortholog_many2many
575,Zfy1,ZNF793,ortholog_many2many,ZNF134,ortholog_many2many
576,Zfy1,ZNF837,ortholog_many2many,ZNF134,ortholog_many2many
577,Zfy1,ZNF792,ortholog_many2many,ZNF134,ortholog_many2many
578,Zfy1,ZNF549,ortholog_many2many,ZNF154,ortholog_many2many
579,Zfy1,ZNF418,ortholog_many2many,ZNF154,ortholog_many2many
580,Zfy1,ZNF584,ortholog_many2many,ZNF154,ortholog_many2many
581,Zfy1,ZNF256,ortholog_many2many,ZNF154,ortholog_many2many
582,Zfy1,ZNF772,ortholog_many2many,ZNF154,ortholog_many2many
583,Zfy1,ZNF154,ortholog_many2many,ZNF154,ortholog_many2many
584,Zfy1,ZNF773,ortholog_many2many,ZNF154,ortholog_many2many
585,Zfy1,,ortholog_many2many,ZNF154,ortholog_many2many
586,Zfy1,ZNF304,ortholog_many2many,ZNF154,ortholog_many2many
587,Zfy1,,ortholog_many2many,ZNF154,ortholog_many2many
588,Zfy1,,ortholog_many2many,ZNF154,ortholog_many2many
589,Zfy1,,ortholog_many2many,ZNF154,ortholog_many2many
590,Zfy1,ZNF480,ortholog_many2many,ZNF154,ortholog_many2many
591,Zfy1,ZNF548,ortholog_many2many,ZNF154,ortholog_many2many
592,Zfy1,ZNF793,ortholog_many2many,ZNF154,ortholog_many2many
593,Zfy1,ZNF837,ortholog_many2many,ZNF154,ortholog_many2many
594,Zfy1,ZNF792,ortholog_many2many,ZNF154,ortholog_many2many
595,Zfy1,ZNF549,ortholog_many2many,ZNF773,ortholog_many2many
